pop_id	population	latitude	longitude	family	urban_rural	sample_source	ethnic_origin	geographic_region	sample_size	test_date	source_url	retrieved_at
macedonia-romani-kir	Macedonia Romani KIR	41º 59' N	21º 25' E	Not Known	Unknown	Anthropology Study	Other	Europe	103	2009	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Macedonia%20Romani%20KIR	2026-08-26
macedonia-pop-1	Macedonia pop 1	42º 0' N	21º 26' E	Parents live at same location	Urban and Rural	Anthropology Study	Caucasoid	Europe	158	2001	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Macedonia%20pop%201	2026-08-26
macedonia-pop-2	Macedonia pop 2	42º 0' N	21º 0' E	Not Known	Urban and Rural	Blood Donor	Caucasoid	Europe	80	1997	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Macedonia%20pop%202	2026-08-26
macedonia-pop-3	Macedonia pop 3	42º 0' N	22º 0' E	Not Known	Rural	Anthropology Study	Caucasoid	Europe	172	2000	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Macedonia%20pop%203	2026-08-26
macedonia-pop-4	Macedonia pop 4	42º 0' N	21º 0' E	Parents live at same location	Urban and Rural	Anthropology Study	Caucasoid	Europe	216	2001	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Macedonia%20pop%204	2026-08-26
macedonia-pop-5	Macedonia pop 5	42º 0' N	21º 26' E	Not Known	Unknown	Controls for Disease Study	Caucasoid	Europe	103	1995	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Macedonia%20pop%205	2026-08-26
madeira	Madeira	32º 44' N	16º 58' W	Grandparents live at same location	Urban and Rural	Anthropology Study	Caucasoid	Europe	185	2004	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Madeira	2026-08-26
madeira-pop-2	Madeira pop 2	32º 44' N	16º 58' W	Not Known	Urban and Rural	Anthropology Study	Caucasoid	Europe	173	2008	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Madeira%20pop%202	2026-08-26
madeira-pop-3	Madeira pop 3	32º 44' N	16º 58' W	Not Known	Unknown	Bone Marrow Registry	Caucasoid	Europe	538	2009	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Madeira%20pop%203	2026-08-26
malaysia	Malaysia	3º 8' N	101º 42' E	Not Known	Rural	Anthropology Study	Austronesian	South-East Asia	74	1999	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Malaysia	2026-08-26
malaysia-batek-cytokine	Malaysia Batek Cytokine	3º 47' N	101º 42' E	Grandparents live at same location	Rural	Blood Donor	Austronesian	South-East Asia	25	2015	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Malaysia%20Batek%20Cytokine	2026-08-26
malaysia-champa	Malaysia Champa	2º 30' N	112º 30' E	Grandparents live at same location	Urban and Rural	Anthropology Study	Austronesian	South-East Asia	29	2016	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Malaysia%20Champa	2026-08-26
malaysia-che-wong-cytokine	Malaysia Che Wong Cytokine	3º 47' N	101º 42' E	Grandparents live at same location	Rural	Blood Donor	Austronesian	South-East Asia	26	2015	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Malaysia%20Che%20Wong%20Cytokine	2026-08-26
malaysia-jelebu-temuan	Malaysia Jelebu Temuan	2º 56' N	102º 5' E	Not Known	Unknown	Anthropology Study	Oriental	South-East Asia	25	2009	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Malaysia%20Jelebu%20Temuan	2026-08-26
malaysia-kedah-baling-kensiu	Malaysia Kedah Baling Kensiu	5º 40' N	100º 55' E	Not Known	Unknown	Anthropology Study	Oriental	South-East Asia	25	2009	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Malaysia%20Kedah%20Baling%20Kensiu	2026-08-26
malaysia-kedah-kensiu	Malaysia Kedah Kensiu	5º 40' N	100º 55' E	Grandparents live at same location	Rural	Anthropology Study	Other	South-East Asia	21	2014	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Malaysia%20Kedah%20Kensiu	2026-08-26
malaysia-kelantan	Malaysia Kelantan	2º 30' N	112º 30' E	Grandparents live at same location	Urban and Rural	Anthropology Study	Austronesian	South-East Asia	28	2016	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Malaysia%20Kelantan	2026-08-26
malaysia-kensiu-cytokine	Malaysia Kensiu Cytokine	3º 47' N	101º 42' E	Grandparents live at same location	Rural	Blood Donor	Austronesian	South-East Asia	36	2015	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Malaysia%20Kensiu%20Cytokine	2026-08-26
malaysia-lanoh-cytokine	Malaysia Lanoh Cytokine	3º 47' N	101º 42' E	Grandparents live at same location	Rural	Blood Donor	Austronesian	South-East Asia	24	2015	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Malaysia%20Lanoh%20Cytokine	2026-08-26
malaysia-mandailing	Malaysia Mandailing	2º 30' N	112º 30' E	Grandparents live at same location	Urban and Rural	Anthropology Study	Austronesian	South-East Asia	27	2016	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Malaysia%20Mandailing	2026-08-26
malaysia-negeri-sembilan-minangkabau	Malaysia Negeri Sembilan Minangkabau	2º 43' N	101º 57' E	Not Known	Unknown	Anthropology Study	Oriental	South-East Asia	34	2008	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Malaysia%20Negeri%20Sembilan%20Minangkabau	2026-08-26
malaysia-orang-kanaq-cytokine	Malaysia Orang Kanaq Cytokine	3º 47' N	101º 42' E	Grandparents live at same location	Rural	Blood Donor	Austronesian	South-East Asia	11	2015	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Malaysia%20Orang%20Kanaq%20Cytokine	2026-08-26
malaysia-pahang-semai	Malaysia Pahang Semai	4º 11' N	102º 3' E	Grandparents live at same location	Rural	Anthropology Study	Other	South-East Asia	38	2014	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Malaysia%20Pahang%20Semai	2026-08-26
malaysia-patani	Malaysia Patani	2º 30' N	112º 30' E	Grandparents live at same location	Urban and Rural	Anthropology Study	Austronesian	South-East Asia	25	2016	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Malaysia%20Patani	2026-08-26
malaysia-peninsular-chinese	Malaysia Peninsular Chinese	3º 9' N	101º 57' E	Not Known	Urban and Rural	Controls for Disease Study	Oriental	South-East Asia	194	2010	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Malaysia%20Peninsular%20Chinese	2026-08-26
malaysia-peninsular-indian	Malaysia Peninsular Indian	3º 9' N	101º 57' E	Not Known	Urban and Rural	Controls for Disease Study	Asian	South-East Asia	271	2010	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Malaysia%20Peninsular%20Indian	2026-08-26
malaysia-peninsular-kir	Malaysia Peninsular KIR	6º 5' N	102º 17' E	Grandparents live at same location	Urban and Rural	Anthropology Study	Austronesian	South-East Asia	120	2013	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Malaysia%20Peninsular%20KIR	2026-08-26
malaysia-peninsular-malay	Malaysia Peninsular Malay	3º 9' N	101º 57' E	Not Known	Urban and Rural	Controls for Disease Study	Asian	South-East Asia	951	2010	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Malaysia%20Peninsular%20Malay	2026-08-26
malaysia-perak-grik-jehai	Malaysia Perak Grik Jehai	5º 25' N	101º 8' E	Not Known	Unknown	Anthropology Study	Oriental	South-East Asia	25	2009	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Malaysia%20Perak%20Grik%20Jehai	2026-08-26
malaysia-perak-rawa	Malaysia Perak Rawa	1º 29' N	103º 45' E	Not Known	Unknown	Anthropology Study	Oriental	South-East Asia	23	2008	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Malaysia%20Perak%20Rawa	2026-08-26
malaysia-perak-and-johor-banjar-bugis-jawa	Malaysia Perak and Johor Banjar Bugis Jawa	4º 24' N	101º 5' E	Not Known	Unknown	Anthropology Study	Oriental	South-East Asia	94	2008	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Malaysia%20Perak%20and%20Johor%20Banjar%20Bugis%20Jawa	2026-08-26
malaysia-sabah-dusun	Malaysia Sabah Dusun	5º 15' N	117º 0' E	Not Known	Unknown	Controls for Disease Study	Austronesian	South-East Asia	48	2011	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Malaysia%20Sabah%20Dusun	2026-08-26
malaysia-sabah-kadazan	Malaysia Sabah Kadazan	5º 15' N	117º 0' E	Not Known	Unknown	Anthropology Study	Austronesian	South-East Asia	57	2009	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Malaysia%20Sabah%20Kadazan	2026-08-26
malaysia-sarawak-bau-bidayuh	Malaysia Sarawak Bau Bidayuh	1º 25' N	110º 9' E	Not Known	Unknown	Anthropology Study	Austronesian	South-East Asia	25	2009	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Malaysia%20Sarawak%20Bau%20Bidayuh	2026-08-26
malaysia-sarawak-bidayuh	Malaysia Sarawak Bidayuh	1º 25' N	110º 9' E	Not Known	Unknown	Anthropology Study	Austronesian	South-East Asia	50	2009	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Malaysia%20Sarawak%20Bidayuh	2026-08-26
malaysia-sarawak-iban	Malaysia Sarawak Iban	2º 18' N	111º 49' E	Not Known	Unknown	Anthropology Study	Austronesian	South-East Asia	51	2009	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Malaysia%20Sarawak%20Iban	2026-08-26
malaysia-semai-cytokine	Malaysia Semai Cytokine	3º 47' N	101º 42' E	Grandparents live at same location	Rural	Blood Donor	Austronesian	South-East Asia	42	2015	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Malaysia%20Semai%20Cytokine	2026-08-26
malaysia-pop-2	Malaysia pop 2	3º 8' N	101º 42' E	Not Known	Unknown	Anthropology Study	Oriental	South-East Asia	62	2000	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Malaysia%20pop%202	2026-08-26
malaysia-pop-3	Malaysia pop 3	3º 8' N	101º 42' E	Parents live at same location	Unknown	Bone Marrow Registry	Austronesian	South-East Asia	1445	2006	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Malaysia%20pop%203	2026-08-26
mali-bandiagara	Mali Bandiagara	14º 4' N	3º 6' W	Not Known	Rural	Anthropology Study	Black	North Africa	138	2002	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Mali%20Bandiagara	2026-08-26
martinique	Martinique	14º 40' N	61º 0' W	Not Known	Rural	Anthropology Study	Black	South and Central America	100	2000	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Martinique	2026-08-26
martinique-mixed-kir	Martinique Mixed KIR	14º 40' N	61º 0' W	Grandparents live at same location	Unknown	Blood Donor	Mixed	South and Central America	60	2005	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Martinique%20Mixed%20KIR	2026-08-26
mexico-aguascalientes-state	Mexico Aguascalientes state	22º 1' N	102º 21' W	Not Known	Urban and Rural	Other	Mixed	North America	95	2014	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Mexico%20Aguascalientes%20state	2026-08-26
mexico-baja-californa-mexicali	Mexico Baja Californa, Mexicali	32º 37' N	115º 27' W	Not Known	Urban	Other	Mixed	North America	100	2013	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Mexico%20Baja%20Californa%2C%20Mexicali	2026-08-26
mexico-baja-california-rural	Mexico Baja California Rural	27º 31' N	113º 40' W	Not Known	Rural	Other	Mixed	North America	50	2013	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Mexico%20Baja%20California%20Rural	2026-08-26
mexico-baja-california-la-paz	Mexico Baja California, La Paz	24º 8' N	110º 18' W	Not Known	Urban	Other	Mixed	North America	75	2013	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Mexico%20Baja%20California%2C%20La%20Paz	2026-08-26
mexico-baja-california-tijuana	Mexico Baja California, Tijuana	32º 30' N	117º 2' W	Parents live at same location	Urban	Other	Mixed	North America	25	2013	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Mexico%20Baja%20California%2C%20Tijuana	2026-08-26
mexico-campeche-rural	Mexico Campeche Rural	18º 6' N	89º 48' W	Not Known	Rural	Other	Mixed	North America	47	2013	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Mexico%20Campeche%20Rural	2026-08-26
mexico-campeche-campeche-city	Mexico Campeche, Campeche city	19º 49' N	90º 32' W	Not Known	Urban	Other	Mixed	North America	34	2013	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Mexico%20Campeche%2C%20Campeche%20city	2026-08-26
mexico-chiapas-lacandon-mayans	Mexico Chiapas Lacandon Mayans	16º 54' N	92º 5' W	Grandparents live at same location	Rural	Anthropology Study	Amerindian	North America	218	2016	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Mexico%20Chiapas%20Lacandon%20Mayans	2026-08-26
mexico-chiapas-rural	Mexico Chiapas Rural	16º 47' N	92º 41' W	Not Known	Rural	Other	Mixed	North America	121	2013	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Mexico%20Chiapas%20Rural	2026-08-26
mexico-chiapas-tuxtla-gutierrez	Mexico Chiapas, Tuxtla Gutierrez	16º 45' N	93º 6' W	Not Known	Urban	Other	Mixed	North America	52	2013	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Mexico%20Chiapas%2C%20Tuxtla%20Gutierrez	2026-08-26
mexico-chichen-itza-maya-prehispanic	Mexico Chichen Itza Maya (prehispanic)	20º 40' N	88º 34' W	Not Known	Unknown	Anthropology Study	Amerindian	North America	47	2023	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Mexico%20Chichen%20Itza%20Maya%20%28prehispanic%29	2026-08-26
mexico-chihuahua-chihuahua-city	Mexico Chihuahua Chihuahua City	28º 37' N	106º 4' W	Not Known	Urban	Other	Mixed	North America	119	2013	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Mexico%20Chihuahua%20Chihuahua%20City	2026-08-26
mexico-chihuahua-chihuahua-city-pop-2	Mexico Chihuahua Chihuahua City Pop 2	28º 48' N	106º 26' W	Grandparents live at same location	Urban	Controls for Disease Study	Mestizo	North America	88	2016	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Mexico%20Chihuahua%20Chihuahua%20City%20Pop%202	2026-08-26
mexico-chihuahua-rural	Mexico Chihuahua Rural	27º 18' N	107º 53' W	Not Known	Rural	Other	Mixed	North America	236	2013	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Mexico%20Chihuahua%20Rural	2026-08-26
mexico-chihuahua-tarahumara	Mexico Chihuahua Tarahumara	27º 30' N	107º 45' W	Grandparents live at same location	Rural	Anthropology Study	Amerindian	North America	44	2005	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Mexico%20Chihuahua%20Tarahumara	2026-08-26
mexico-chihuahua-ciudad-juarez	Mexico Chihuahua, Ciudad Juarez	31º 41' N	106º 25' W	Not Known	Urban	Other	Mixed	North America	106	2013	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Mexico%20Chihuahua%2C%20Ciudad%20Juarez	2026-08-26
mexico-coahuila-rural	Mexico Coahuila Rural	26º 59' N	102º 3' W	Not Known	Rural	Other	Mixed	North America	216	2013	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Mexico%20Coahuila%20Rural	2026-08-26
mexico-coahuila-saltillo	Mexico Coahuila, Saltillo	25º 26' N	100º 58' W	Not Known	Urban	Other	Mixed	North America	72	2013	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Mexico%20Coahuila%2C%20Saltillo	2026-08-26
mexico-coahuila-torreon	Mexico Coahuila, Torreon	25º 32' N	103º 24' W	Not Known	Urban	Other	Mixed	North America	396	2013	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Mexico%20Coahuila%2C%20Torreon	2026-08-26
mexico-colima-rural	Mexico Colima Rural	19º 30' N	103º 37' W	Not Known	Rural	Other	Mixed	North America	43	2013	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Mexico%20Colima%20Rural	2026-08-26
mexico-colima-colima-city	Mexico Colima, Colima city	19º 14' N	103º 43' W	Not Known	Urban	Other	Mixed	North America	61	2013	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Mexico%20Colima%2C%20Colima%20city	2026-08-26
mexico-durango-rural	Mexico Durango Rural	26º 41' N	103º 44' W	Not Known	Rural	Other	Mixed	North America	326	2013	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Mexico%20Durango%20Rural	2026-08-26
mexico-durango-durango-city	Mexico Durango, Durango city	24º 1' N	104º 39' W	Not Known	Urban	Other	Mixed	North America	153	2013	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Mexico%20Durango%2C%20Durango%20city	2026-08-26
mexico-guadalajara-mestizo	Mexico Guadalajara Mestizo	20º 40' N	103º 21' W	Grandparents live at same location	Urban	Controls for Disease Study	Mestizo	North America	54	2000	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Mexico%20Guadalajara%20Mestizo	2026-08-26
mexico-guadalajara-mestizo-cytokine	Mexico Guadalajara Mestizo Cytokine	20º 40' N	103º 21' W	Parents live at same location	Urban	Anthropology Study	Mestizo	North America	106	2007	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Mexico%20Guadalajara%20Mestizo%20Cytokine	2026-08-26
mexico-guadalajara-mestizo-pop-2	Mexico Guadalajara Mestizo pop 2	20º 40' N	103º 21' W	Grandparents live at same location	Urban	Anthropology Study	Mestizo	North America	103	2004	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Mexico%20Guadalajara%20Mestizo%20pop%202	2026-08-26
mexico-guanajuato-rural	Mexico Guanajuato Rural	20º 54' N	100º 44' W	Not Known	Rural	Other	Mixed	North America	162	2013	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Mexico%20Guanajuato%20Rural	2026-08-26
mexico-guanajuato-and-jalisco-mestizo	Mexico Guanajuato and Jalisco Mestizo	21º 6' N	101º 16' W	Parents live at same location	Urban	Anthropology Study	Mestizo	North America	101	1998	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Mexico%20Guanajuato%20and%20Jalisco%20Mestizo	2026-08-26
mexico-guanajuato-guanajuato-city	Mexico Guanajuato, Guanajuato city	21º 2' N	101º 15' W	Not Known	Urban	Other	Mixed	North America	22	2013	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Mexico%20Guanajuato%2C%20Guanajuato%20city	2026-08-26
mexico-guanajuato-leon	Mexico Guanajuato, Leon	21º 7' N	101º 41' W	Not Known	Urban	Other	Mixed	North America	78	2013	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Mexico%20Guanajuato%2C%20Leon	2026-08-26
mexico-guerrero-state	Mexico Guerrero state	17º 36' N	99º 57' W	Not Known	Urban and Rural	Other	Mixed	North America	144	2013	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Mexico%20Guerrero%20state	2026-08-26
mexico-hidalgo-mezquital-valley-otomi	Mexico Hidalgo Mezquital Valley/ Otomi	20º 28' N	99º 13' W	Grandparents live at same location	Rural	Anthropology Study	Amerindian	North America	72	2016	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Mexico%20Hidalgo%20Mezquital%20Valley/%20Otomi	2026-08-26
mexico-hidalgo-rural	Mexico Hidalgo Rural	20º 38' N	98º 59' W	Not Known	Rural	Other	Mixed	North America	81	2013	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Mexico%20Hidalgo%20Rural	2026-08-26
mexico-hidalgo-pachuca	Mexico Hidalgo, Pachuca	20º 6' N	98º 45' W	Not Known	Urban	Other	Mixed	North America	41	2013	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Mexico%20Hidalgo%2C%20Pachuca	2026-08-26
mexico-highlands-mestizos	Mexico Highlands Mestizos	19º 25' N	99º 7' W	Not Known	Urban	Anthropology Study	Mestizo	North America	160	1998	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Mexico%20Highlands%20Mestizos	2026-08-26
mexico-huasteca-region-teenek	Mexico Huasteca Region Teenek	22º 1' N	100º 9' W	Grandparents live at same location	Rural	Anthropology Study	Amerindian	North America	55	2002	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Mexico%20Huasteca%20Region%20Teenek	2026-08-26
mexico-huichol-kir	Mexico Huichol KIR	21º 44' N	105º 13' W	Not Known	Rural	Anthropology Study	Amerindian	North America	73	2005	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Mexico%20Huichol%20KIR	2026-08-26
mexico-jalisco-rural	Mexico Jalisco Rural	20º 52' N	103º 50' W	Not Known	Rural	Other	Mixed	North America	585	2013	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Mexico%20Jalisco%20Rural	2026-08-26
mexico-jalisco-guadalajara-city	Mexico Jalisco, Guadalajara city	20º 39' N	103º 20' W	Not Known	Urban	Other	Mixed	North America	1189	2013	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Mexico%20Jalisco%2C%20Guadalajara%20city	2026-08-26
mexico-jalisco-tlajomulco	Mexico Jalisco, Tlajomulco	20º 28' N	103º 26' W	Not Known	Urban	Other	Mixed	North America	30	2013	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Mexico%20Jalisco%2C%20Tlajomulco	2026-08-26
mexico-jalisco-tlaquepaque	Mexico Jalisco, Tlaquepaque	20º 37' N	103º 19' W	Not Known	Urban	Other	Mixed	North America	39	2013	https://www.allelefrequencies.net/pop6001c.asp?pop_name=Mexico%20Jalisco%2C%20Tlaquepaque	2026-08-26
